Category,City,Country,Customer.ID,Customer.Name,Discount,Market,记录数,Order.Date,Order.ID,Order.Priority,Product.ID,Product.Name,Profit,Quantity,Region,Row.ID,Sales,Segment,Ship.Date,Ship.Mode,Shipping.Cost,State,Sub.Category,Year,Market2,weeknum
Furniture,London,United Kingdom,VK-185333,Victor Kim,0.0,EU,1,2011-01-04 00:00:00.000,EU-2011-123492,High,FUR-CH-10042749,"Hon Chair, Deluxe",242.035,3,North,162,797,Corporate,2011-01-06 00:00:00.000,Second Class,148.564,England,Chairs,2011,EU,1
Furniture,Mexico City,Mexico,LS-136119,Lycoris Saunders,0.0,LATAM,1,2011-01-04 00:00:00.000,LA-2011-159852,Medium,FUR-FU-10023443,"Apple Furnishing, Premium",64.59,2,Central America,47022,184,Corporate,2011-01-08 00:00:00.000,Standard Class,27.287,Distrito Federal,Furnishings,2011,LATAM,1
Furniture,Cairo,Egypt,AP-156254,Alice Patel,0.0,Africa,1,2011-01-04 00:00:00.000,AF-2011-129355,High,FUR-CH-10024822,"Cisco Chair, Economy",0.891,7,Africa,13940,5,Consumer,2011-01-07 00:00:00.000,Second Class,1.01,Cairo,Chairs,2011,Africa,1
Furniture,Sydney,Australia,ZK-150622,Zuschuss Kim,0.0,APAC,1,2011-01-05 00:00:00.000,AP-2011-119327,Medium,FUR-TA-10046886,"Hoover Table, Economy",2.662,3,Oceania,22987,20,Corporate,2011-01-11 00:00:00.000,Standard Class,1.637,New South Wales,Tables,2011,APAC,1
Furniture,Buenos Aires,Argentina,AS-125377,Alice Saunders,0.0,LATAM,1,2011-01-05 00:00:00.000,LA-2011-110071,Medium,FUR-BO-10037233,"Fellowes Bookcase, Deluxe",80.745,4,South America,20224,264,Consumer,2011-01-12 00:00:00.000,Standard Class,5.948,Buenos Aires,Bookcases,2011,LATAM,1
Furniture,Cairo,Egypt,ZM-213746,Zuschuss McCarthy,0.0,Africa,1,2011-01-05 00:00:00.000,AF-2011-151578,Medium,FUR-BO-10004137,"Fellowes Bookcase, Deluxe",93.689,7,Africa,45709,654,Consumer,2011-01-08 00:00:00.000,Second Class,86.707,Cairo,Bookcases,2011,Africa,1
Furniture,Philadelphia,United States,AB-157589,Aaron Bern,0.0,US,1,2011-01-05 00:00:00.000,CA-2011-131347,High,FUR-FU-10020685,"Fellowes Furnishing, Deluxe",18.747,1,East,39985,70,Consumer,2011-01-07 00:00:00.000,First Class,3.455,Pennsylvania,Furnishings,2011,North America,1
Furniture,Paris,France,TB-123587,Tamara Brown,0.3,EU,1,2011-01-05 00:00:00.000,EU-2011-106000,High,FUR-CH-10053781,"Fellowes Chair, Deluxe",-1.488,1,Central,272,73,Corporate,2011-01-11 00:00:00.000,Standard Class,1.898,Ile-de-France,Chairs,2011,EU,1
Furniture,Tehran,Iran,SV-164452,Susan Van Huff,0.0,EMEA,1,2011-01-06 00:00:00.000,EM-2011-124695,Low,FUR-BO-10042749,"Hon Bookcase, Deluxe",13.386,4,EMEA,21363,62,Corporate,2011-01-12 00:00:00.000,Standard Class,4.211,Tehran,Bookcases,2011,EMEA,1
Furniture,Shanghai,China,VS-216481,Victor Saunders,0.3,APAC,1,2011-01-06 00:00:00.000,AP-2011-114635,Medium,FUR-FU-10027580,"Bush Furnishing, Standard",-5.133,5,North Asia,45839,51,Consumer,2011-01-12 00:00:00.000,Standard Class,2.017,Shanghai,Furnishings,2011,APAC,1
Furniture,Mexico City,Mexico,MR-175136,Maria Redmond,0.2,LATAM,1,2011-01-06 00:00:00.000,LA-2011-151145,High,FUR-CH-10004137,"Fellowes Chair, Deluxe",3.723,4,Central America,44813,117,Home Office,2011-01-09 00:00:00.000,Second Class,13.471,Distrito Federal,Chairs,2011,LATAM,1
Furniture,New York City,United States,RH-136825,Rick Hopkins,0.2,US,1,2011-01-06 00:00:00.000,CA-2011-114910,High,FUR-BO-10023443,"Apple Bookcase, Premium",-8.021,4,East,13668,106,Consumer,2011-01-08 00:00:00.000,First Class,8.951,New York,Bookcases,2011,North America,1
Furniture,Madrid,Spain,HW-148359,Hallie Wilson,0.6,EU,1,2011-01-06 00:00:00.000,EU-2011-145131,Medium,FUR-CH-10023443,"Apple Chair, Premium",-2.039,3,South,31815,4,Consumer,2011-01-11 00:00:00.000,Standard Class,0.67,Madrid,Chairs,2011,EU,1
Furniture,São Paulo,Brazil,SH-100224,Susan Hopkins,0.3,LATAM,1,2011-01-06 00:00:00.000,LA-2011-109274,High,FUR-FU-10053781,"Fellowes Furnishing, Deluxe",-43.564,3,South America,2362,249,Corporate,2011-01-10 00:00:00.000,Standard Class,38.714,São Paulo,Furnishings,2011,LATAM,1
Furniture,Buenos Aires,Argentina,VM-124518,Victor Marley,0.0,LATAM,1,2011-01-07 00:00:00.000,LA-2011-122783,Medium,FUR-CH-10034475,"Eldon Chair, Premium",9.755,3,South America,31582,29,Consumer,2011-01-13 00:00:00.000,Standard Class,4.78,Buenos Aires,Chairs,2011,LATAM,1
Furniture,Tokyo,Japan,TS-167902,Tamara Sievert,0.0,APAC,1,2011-01-07 00:00:00.000,AP-2011-109721,High,FUR-CH-10019306,"Acco Chair, Economy",37.615,2,North Asia,41916,216,Consumer,2011-01-09 00:00:00.000,First Class,20.738,Tokyo,Chairs,2011,APAC,1
Furniture,Lagos,Nigeria,JC-101501,Jonathan Carroll,0.0,Africa,1,2011-01-07 00:00:00.000,AF-2011-152940,High,FUR-FU-10024822,"Cisco Furnishing, Economy",38.789,7,Africa,8641,248,Consumer,2011-01-09 00:00:00.000,Second Class,47.309,Lagos,Furnishings,2011,Africa,1
Furniture,Jakarta,Indonesia,RB-200796,Rick Brown,0.0,APAC,1,2011-01-07 00:00:00.000,AP-2011-138363,High,FUR-CH-10009653,"Hon Chair, Deluxe",3.123,3,Southeast Asia,22606,17,Consumer,2011-01-14 00:00:00.000,Standard Class,1.532,Jakarta,Chairs,2011,APAC,1
Furniture,New York City,United States,CB-100137,Chad Brown,0.0,US,1,2011-01-07 00:00:00.000,CA-2011-146333,Medium,FUR-FU-10027580,"Bush Furnishing, Standard",0.798,1,East,45808,5,Home Office,2011-01-12 00:00:00.000,Standard Class,0.759,New York,Furnishings,2011,North America,1
Furniture,Lagos,Nigeria,HP-174939,Hallie Price,0.4,Africa,1,2011-01-08 00:00:00.000,AF-2011-127908,Medium,FUR-BO-10011032,"Bush Bookcase, Standard",-7.968,4,Africa,46705,94,Consumer,2011-01-12 00:00:00.000,Second Class,3.82,Lagos,Bookcases,2011,Africa,1
Furniture,Tehran,Iran,MP-148755,Mark Price,0.0,EMEA,1,2011-01-09 00:00:00.000,EM-2011-110113,Medium,FUR-CH-10031717,"Xerox Chair, Deluxe",8.956,5,EMEA,16039,28,Consumer,2011-01-11 00:00:00.000,Second Class,3.441,Tehran,Chairs,2011,EMEA,1
Furniture,Tokyo,Japan,AW-122378,Alice Wilson,0.0,APAC,1,2011-01-09 00:00:00.000,AP-2011-132789,High,FUR-FU-10020685,"Fellowes Furnishing, Deluxe",23.117,1,North Asia,25375,100,Consumer,2011-01-14 00:00:00.000,Second Class,7.081,Tokyo,Furnishings,2011,APAC,1
Furniture,Berlin,Germany,HM-128314,Hallie McCarthy,0.2,EU,1,2011-01-09 00:00:00.000,EU-2011-147704,Medium,FUR-FU-10037233,"Fellowes Furnishing, Deluxe",22.117,3,Central,11510,66,Home Office,2011-01-14 00:00:00.000,Second Class,11.669,Berlin,Furnishings,2011,EU,1
Furniture,Cairo,Egypt,VN-119426,Victor Nguyen,0.5,Africa,1,2011-01-09 00:00:00.000,AF-2011-104123,Low,FUR-FU-10048265,"Xerox Furnishing, Deluxe",-102.351,3,Africa,47553,327,Corporate,2011-01-12 00:00:00.000,First Class,19.972,Cairo,Furnishings,2011,Africa,1
Furniture,Jakarta,Indonesia,LM-195703,Lycoris Marley,0.8,APAC,1,2011-01-10 00:00:00.000,AP-2011-136429,High,FUR-BO-10001379,"Eldon Bookcase, Premium",-9.7,4,Southeast Asia,37542,18,Consumer,2011-01-14 00:00:00.000,Standard Class,3.498,Jakarta,Bookcases,2011,APAC,2
Furniture,London,United Kingdom,ZB-146119,Zuschuss Bern,0.5,EU,1,2011-01-10 00:00:00.000,EU-2011-143683,Medium,FUR-BO-10019306,"Acco Bookcase, Economy",-209.962,4,North,5036,416,Consumer,2011-01-17 00:00:00.000,Standard Class,27.539,England,Bookcases,2011,EU,2
Furniture,Philadelphia,United States,AK-143785,Arthur Kim,0.0,US,1,2011-01-10 00:00:00.000,CA-2011-114587,Medium,FUR-FU-10051023,"Eldon Furnishing, Premium",87.503,8,East,23106,381,Consumer,2011-01-12 00:00:00.000,First Class,55.875,Pennsylvania,Furnishings,2011,North America,2
Furniture,Berlin,Germany,LC-158465,Lycoris Carroll,0.0,EU,1,2011-01-10 00:00:00.000,EU-2011-135515,Critical,FUR-BO-10041370,"Cisco Bookcase, Economy",8.551,4,Central,14249,59,Corporate,2011-01-15 00:00:00.000,Standard Class,6.817,Berlin,Bookcases,2011,EU,2
Furniture,Mexico City,Mexico,MV-131077,Mark Van Huff,0.0,LATAM,1,2011-01-10 00:00:00.000,LA-2011-144128,High,FUR-CH-10024822,"Cisco Chair, Economy",228.922,5,Central America,35073,721,Home Office,2011-01-13 00:00:00.000,First Class,109.526,Distrito Federal,Chairs,2011,LATAM,2
Furniture,Kiev,Ukraine,AN-169022,Aaron Nguyen,0.4,EMEA,1,2011-01-10 00:00:00.000,EM-2011-142281,High,FUR-BO-10039991,"Apple Bookcase, Premium",-0.549,3,EMEA,48334,5,Corporate,2011-01-15 00:00:00.000,Second Class,1.403,Kyiv,Bookcases,2011,EMEA,2
Furniture,Tehran,Iran,SP-184862,Sanjit Prichep,0.2,EMEA,1,2011-01-10 00:00:00.000,EM-2011-110174,Medium,FUR-BO-10051023,"Eldon Bookcase, Premium",-4.165,4,EMEA,18608,22,Consumer,2011-01-14 00:00:00.000,Standard Class,4.779,Tehran,Bookcases,2011,EMEA,2
Furniture,London,United Kingdom,TW-219435,Tamara Wilson,0.1,EU,1,2011-01-10 00:00:00.000,EU-2011-135846,Critical,FUR-CH-10022064,"Samsung Chair, Standard",18.553,4,North,27493,43,Home Office,2011-01-14 00:00:00.000,Standard Class,6.986,England,Chairs,2011,EU,2
Furniture,Houston,United States,PD-119031,Pete Dahlen,0.3,US,1,2011-01-11 00:00:00.000,CA-2011-101201,Medium,FUR-FU-10020685,"Fellowes Furnishing, Deluxe",-222.415,1,Central,26385,598,Corporate,2011-01-14 00:00:00.000,First Class,73.424,Texas,Furnishings,2011,North America,2
Furniture,London,United Kingdom,JL-116133,Jonathan Lonsdale,0.2,EU,1,2011-01-11 00:00:00.000,EU-2011-151908,High,FUR-TA-10024822,"Cisco Table, Economy",-0.776,6,North,33197,14,Consumer,2011-01-16 00:00:00.000,Standard Class,1.905,England,Tables,2011,EU,2
Furniture,Istanbul,Turkey,AD-132603,Arthur Dahlen,0.0,EMEA,1,2011-01-11 00:00:00.000,EM-2011-152002,High,FUR-TA-10049644,"Avery Table, Standard",15.293,4,EMEA,39304,153,Consumer,2011-01-14 00:00:00.000,Second Class,12.678,Istanbul,Tables,2011,EMEA,2
Furniture,Buenos Aires,Argentina,AP-136467,Aaron Prichep,0.2,LATAM,1,2011-01-11 00:00:00.000,LA-2011-112039,Medium,FUR-TA-10012411,"Stockwell Table, Premium",23.965,2,South America,25077,163,Consumer,2011-01-13 00:00:00.000,Second Class,20.09,Buenos Aires,Tables,2011,LATAM,2
Furniture,Rome,Italy,TP-165522,Tamara Price,0.0,EU,1,2011-01-12 00:00:00.000,EU-2011-102893,Medium,FUR-BO-10031717,"Xerox Bookcase, Deluxe",14.845,4,South,10914,27,Consumer,2011-01-17 00:00:00.000,Standard Class,2.388,Lazio,Bookcases,2011,EU,2
Furniture,Houston,United States,RH-205659,Rick Hopkins,0.7,US,1,2011-01-12 00:00:00.000,CA-2011-140544,High,FUR-FU-10015169,"Xerox Furnishing, Deluxe",-30.315,4,Central,28747,48,Home Office,2011-01-16 00:00:00.000,Standard Class,3.473,Texas,Furnishings,2011,North America,2
Furniture,London,United Kingdom,ZE-192994,Zuschuss Engle,0.0,EU,1,2011-01-12 00:00:00.000,EU-2011-154583,Medium,FUR-FU-10011032,"Bush Furnishing, Standard",15.691,4,North,24151,91,Consumer,2011-01-19 00:00:00.000,Standard Class,4.917,England,Furnishings,2011,EU,2
Furniture,Seattle,United States,PL-119588,Pete Lonsdale,0.2,US,1,2011-01-13 00:00:00.000,CA-2011-127035,Critical,FUR-CH-10024822,"Cisco Chair, Economy",-3.809,2,West,812,82,Consumer,2011-01-13 00:00:00.000,Same Day,7.784,Washington,Chairs,2011,North America,2
Furniture,Rome,Italy,ON-162905,Olivia Nguyen,0.0,EU,1,2011-01-14 00:00:00.000,EU-2011-127902,Medium,FUR-BO-10006895,"Apple Bookcase, Premium",46.177,3,South,3313,217,Consumer,2011-01-20 00:00:00.000,Standard Class,32.768,Lazio,Bookcases,2011,EU,2
Furniture,Buenos Aires,Argentina,SP-198465,Susan Price,0.0,LATAM,1,2011-01-14 00:00:00.000,LA-2011-149450,High,FUR-TA-10020685,"Fellowes Table, Deluxe",12.593,2,South America,40148,210,Consumer,2011-01-18 00:00:00.000,Standard Class,36.792,Buenos Aires,Tables,2011,LATAM,2
Furniture,Paris,France,AK-168079,Alice Kim,0.0,EU,1,2011-01-15 00:00:00.000,EU-2011-138934,Medium,FUR-CH-10046886,"Hoover Chair, Economy",8.052,3,Central,42759,26,Consumer,2011-01-20 00:00:00.000,Standard Class,0.881,Ile-de-France,Chairs,2011,EU,2
Furniture,Sydney,Australia,RW-128351,Rick Wilson,0.0,APAC,1,2011-01-15 00:00:00.000,AP-2011-104067,High,FUR-FU-10001379,"Eldon Furnishing, Premium",11.636,3,Oceania,27350,28,Corporate,2011-01-19 00:00:00.000,Standard Class,5.091,New South Wales,Furnishings,2011,APAC,2
Furniture,Chicago,United States,OB-169648,Olivia Brown,0.0,US,1,2011-01-15 00:00:00.000,CA-2011-129924,Low,FUR-BO-10009653,"Hon Bookcase, Deluxe",8.093,2,Central,23909,46,Consumer,2011-01-20 00:00:00.000,Standard Class,2.228,Illinois,Bookcases,2011,North America,2
Furniture,Lagos,Nigeria,EL-117826,Emily Lonsdale,0.0,Africa,1,2011-01-15 00:00:00.000,AF-2011-133407,High,FUR-TA-10038612,"Samsung Table, Standard",8.608,6,Africa,20748,102,Corporate,2011-01-18 00:00:00.000,First Class,19.318,Lagos,Tables,2011,Africa,2
Furniture,Mumbai,India,TB-109077,Tamara Brown,0.0,APAC,1,2011-01-15 00:00:00.000,AP-2011-139054,Medium,FUR-TA-10046886,"Hoover Table, Economy",94.594,4,Central Asia,42086,1145,Corporate,2011-01-18 00:00:00.000,Second Class,75.229,Maharashtra,Tables,2011,APAC,2
Furniture,Mexico City,Mexico,PK-134393,Pete Kim,0.0,LATAM,1,2011-01-15 00:00:00.000,LA-2011-104177,High,FUR-FU-10028959,"Stockwell Furnishing, Premium",3.445,2,Central America,33979,23,Consumer,2011-01-21 00:00:00.000,Standard Class,5.201,Distrito Federal,Furnishings,2011,LATAM,2
Furniture,Buenos Aires,Argentina,DJ-167512,Dean Jones,0.6,LATAM,1,2011-01-16 00:00:00.000,LA-2011-123803,Critical,FUR-BO-10012411,"Stockwell Bookcase, Premium",-12.862,3,South America,4571,40,Corporate,2011-01-20 00:00:00.000,Second Class,1.415,Buenos Aires,Bookcases,2011,LATAM,2
Furniture,Chicago,United States,AP-146953,Alice Price,0.15,US,1,2011-01-16 00:00:00.000,CA-2011-112709,Medium,FUR-BO-10017927,"Eldon Bookcase, Premium",2.222,6,Central,8101,35,Home Office,2011-01-23 00:00:00.000,Standard Class,2.593,Illinois,Bookcases,2011,North America,2
Furniture,Jakarta,Indonesia,MD-152543,Mark Dahlen,0.8,APAC,1,2011-01-16 00:00:00.000,AP-2011-140649,High,FUR-FU-10023443,"Apple Furnishing, Premium",-81.537,2,Southeast Asia,22877,159,Consumer,2011-01-17 00:00:00.000,First Class,12.53,Jakarta,Furnishings,2011,APAC,2
Furniture,Sydney,Australia,LB-210201,Lycoris Brown,0.5,APAC,1,2011-01-17 00:00:00.000,AP-2011-153616,Medium,FUR-CH-10015169,"Xerox Chair, Deluxe",-14.97,3,Oceania,34166,61,Home Office,2011-01-22 00:00:00.000,Standard Class,8.224,New South Wales,Chairs,2011,APAC,3
Furniture,Los Angeles,United States,EL-172608,Emily Lonsdale,0.1,US,1,2011-01-17 00:00:00.000,CA-2011-140714,Medium,FUR-CH-10042749,"Hon Chair, Deluxe",8.814,4,West,39677,58,Home Office,2011-01-24 00:00:00.000,Standard Class,9.323,California,Chairs,2011,North America,3
Furniture,New York City,United States,JS-135106,Jonathan Saunders,0.0,US,1,2011-01-17 00:00:00.000,CA-2011-151635,Medium,FUR-BO-10001379,"Eldon Bookcase, Premium",1.673,2,East,49108,4,Home Office,2011-01-22 00:00:00.000,Standard Class,1.089,New York,Bookcases,2011,North America,3
Furniture,Philadelphia,United States,AP-119334,Aaron Patel,0.3,US,1,2011-01-17 00:00:00.000,CA-2011-158500,Medium,FUR-FU-10004137,"Fellowes Furnishing, Deluxe",-5.55,7,East,13538,51,Corporate,2011-01-17 00:00:00.000,Same Day,4.779,Pennsylvania,Furnishings,2011,North America,3
Furniture,Cairo,Egypt,SR-152198,Susan Redmond,0.2,Africa,1,2011-01-18 00:00:00.000,AF-2011-103566,Medium,FUR-FU-10013790,"Hoover Furnishing, Economy",-14.133,3,Africa,39702,297,Consumer,2011-01-21 00:00:00.000,Second Class,31.579,Cairo,Furnishings,2011,Africa,3
Furniture,Shanghai,China,GD-216306,Grace Dahlen,0.3,APAC,1,2011-01-18 00:00:00.000,AP-2011-137497,Medium,FUR-FU-10052402,"Acco Furnishing, Economy",-18.185,3,North Asia,29405,95,Consumer,2011-01-22 00:00:00.000,Standard Class,7.659,Shanghai,Furnishings,2011,APAC,3
Furniture,Istanbul,Turkey,MN-193649,Maria Nguyen,0.0,EMEA,1,2011-01-18 00:00:00.000,EM-2011-150723,Medium,FUR-BO-10022064,"Samsung Bookcase, Standard",28.424,3,EMEA,39237,158,Consumer,2011-01-23 00:00:00.000,Second Class,14.551,Istanbul,Bookcases,2011,EMEA,3
Furniture,Rome,Italy,EH-113185,Emily Hopkins,0.0,EU,1,2011-01-18 00:00:00.000,EU-2011-154169,Medium,FUR-BO-10039991,"Apple Bookcase, Premium",33.302,2,South,49782,100,Consumer,2011-01-25 00:00:00.000,Standard Class,13.571,Lazio,Bookcases,2011,EU,3
Furniture,Chicago,United States,VM-102608,Victor Marley,0.6,US,1,2011-01-19 00:00:00.000,CA-2011-158633,Medium,FUR-CH-10026201,"Hon Chair, Deluxe",-117.659,2,Central,51103,268,Consumer,2011-01-24 00:00:00.000,Standard Class,27.878,Illinois,Chairs,2011,North America,3
Furniture,Istanbul,Turkey,GP-209836,Grace Price,0.0,EMEA,1,2011-01-19 00:00:00.000,EM-2011-120238,High,FUR-CH-10052402,"Acco Chair, Economy",36.019,5,EMEA,40120,100,Corporate,2011-01-24 00:00:00.000,Second Class,7.85,Istanbul,Chairs,2011,EMEA,3
Furniture,Paris,France,SP-170718,Sanjit Price,0.4,EU,1,2011-01-19 00:00:00.000,EU-2011-109514,Medium,FUR-BO-10052402,"Acco Bookcase, Economy",-5.524,2,Central,7374,55,Consumer,2011-01-25 00:00:00.000,Standard Class,6.951,Ile-de-France,Bookcases,2011,EU,3
Furniture,Madrid,Spain,GK-159348,Grace Kim,0.0,EU,1,2011-01-19 00:00:00.000,EU-2011-106127,Medium,FUR-CH-10028959,"Stockwell Chair, Premium",11.058,2,South,35033,39,Consumer,2011-01-19 00:00:00.000,Same Day,5.956,Madrid,Chairs,2011,EU,3
Furniture,Madrid,Spain,SS-197251,Sanjit Saunders,0.0,EU,1,2011-01-19 00:00:00.000,EU-2011-141269,High,FUR-TA-10022064,"Samsung Table, Standard",782.203,2,South,28890,2633,Consumer,2011-01-26 00:00:00.000,Standard Class,329.252,Madrid,Tables,2011,EU,3
Furniture,Madrid,Spain,AR-176568,Alice Redmond,0.4,EU,1,2011-01-20 00:00:00.000,EU-2011-136069,Medium,FUR-TA-10044128,"Bush Table, Standard",-144.458,2,South,25499,460,Corporate,2011-01-23 00:00:00.000,First Class,87.606,Madrid,Tables,2011,EU,3
Furniture,Philadelphia,United States,RW-154852,Rick Wilson,0.0,US,1,2011-01-20 00:00:00.000,CA-2011-134230,Medium,FUR-CH-10053781,"Fellowes Chair, Deluxe",31.457,2,East,692,118,Home Office,2011-01-26 00:00:00.000,Standard Class,20.351,Pennsylvania,Chairs,2011,North America,3
Furniture,Tokyo,Japan,RP-159331,Robert Price,0.0,APAC,1,2011-01-20 00:00:00.000,AP-2011-100581,High,FUR-TA-10045507,"Stockwell Table, Premium",3.553,3,North Asia,32565,14,Consumer,2011-01-24 00:00:00.000,Standard Class,2.234,Tokyo,Tables,2011,APAC,3
Furniture,Philadelphia,United States,RN-209818,Rick Nguyen,0.1,US,1,2011-01-20 00:00:00.000,CA-2011-104770,High,FUR-BO-10037233,"Fellowes Bookcase, Deluxe",2.114,3,East,49350,36,Consumer,2011-01-24 00:00:00.000,Standard Class,3.648,Pennsylvania,Bookcases,2011,North America,3
Furniture,Shanghai,China,NS-129682,Nick Saunders,0.2,APAC,1,2011-01-20 00:00:00.000,AP-2011-150284,High,FUR-CH-10035854,"Acco Chair, Economy",9.123,3,North Asia,13095,61,Corporate,2011-01-24 00:00:00.000,Standard Class,8.076,Shanghai,Chairs,2011,APAC,3
Furniture,Tokyo,Japan,RP-153772,Robert Patel,0.0,APAC,1,2011-01-21 00:00:00.000,AP-2011-129768,Medium,FUR-BO-10016548,"Avery Bookcase, Standard",18.639,5,North Asia,8166,62,Corporate,2011-01-25 00:00:00.000,Second Class,6.723,Tokyo,Bookcases,2011,APAC,3
Furniture,Kiev,Ukraine,ZS-148196,Zuschuss Sievert,0.0,EMEA,1,2011-01-21 00:00:00.000,EM-2011-145278,High,FUR-CH-10016548,"Avery Chair, Standard",7.279,5,EMEA,49728,31,Consumer,2011-01-27 00:00:00.000,Standard Class,3.857,Kyiv,Chairs,2011,EMEA,3
Furniture,London,United Kingdom,CL-170525,Chad Lonsdale,0.1,EU,1,2011-01-21 00:00:00.000,EU-2011-130421,Low,FUR-FU-10028959,"Stockwell Furnishing, Premium",2.119,3,North,31375,26,Consumer,2011-01-25 00:00:00.000,Standard Class,1.383,England,Furnishings,2011,EU,3
Furniture,Sydney,Australia,SB-105061,Susan Brown,0.2,APAC,1,2011-01-21 00:00:00.000,AP-2011-156675,High,FUR-BO-10020685,"Fellowes Bookcase, Deluxe",-22.116,6,Oceania,471,245,Consumer,2011-01-28 00:00:00.000,Standard Class,16.111,New South Wales,Bookcases,2011,APAC,3
